Date,France_recovered,Germany_recovered,Italy_recovered,Spain_recovered,UK_recovered,France_cases,Germany_cases,Italy_cases,Spain_cases,UK_cases,France_tests,Germany_tests,Italy_tests,Spain_tests,UK_tests,France_deaths,Germany_deaths,Italy_deaths,Spain_deaths,UK_deaths
8/23/20,72623,207985,205470,NA,NA,282498,234494,259345,386054,327643,7265547,11168315,8007637,NA,14017466,30518,9275,35437,28838,41515
8/24/20,72793,208653,205662,NA,NA,284474,236122,260298,405436,328620,NA,NA,8053551,NA,14165419,30534,9276,35441,28872,41519
8/25/20,73082,210333,206015,NA,NA,288090,237583,261174,412553,329821,NA,NA,8125892,NA,14366169,30553,9281,35445,28924,41535
8/26/20,73020,211691,206329,NA,NA,288377,239010,262540,419849,330967,NA,NA,8219421,NA,14573699,30553,9285,35458,28971,41552
8/27/20,73433,212909,206554,NA,NA,299580,240571,263949,429507,332509,NA,NA,8313445,6416533,14775686,30588,9290,35463,28996,41564
8/28/20,73501,214186,206902,NA,NA,307221,242126,265409,439286,333806,NA,NA,8410510,NA,14965319,30606,9290,35472,29011,41573
8/29/20,73279,214790,208224,NA,NA,312681,242835,266853,439286,334916,NA,NA,8509618,NA,15145352,30612,9299,35473,29011,41585
8/30/20,73279,215283,208536,NA,NA,318047,243305,268218,439286,336668,8222962,12301938,8586341,NA,15326390,30615,9300,35477,29011,41586
8/31/20,73537,216795,207653,NA,NA,321160,244802,269214,462858,338083,NA,NA,8644859,NA,15506758,30646,9303,35483,29094,41589
9/1/20,73727,218403,207944,NA,NA,326264,246015,270189,470973,339415,NA,NA,8725909,NA,15677964,30673,9307,35491,29152,41592
9/2/20,73946,219904,208201,NA,NA,333377,247411,271515,479554,340929,NA,NA,8828868,NA,15886354,30700,9322,35497,29194,41602
9/3/20,74156,221525,208490,NA,NA,340499,248840,272912,488513,342708,NA,NA,8921658,7042795,16085952,30717,9322,35507,29234,41616
9/4/20,74377,222802,209027,NA,NA,349333,250283,274644,498989,344686,NA,NA,9034743,NA,16288845,30696,9327,35518,29418,41626
9/5/20,73866,223570,209610,NA,NA,357927,251058,276338,498989,346513,NA,NA,9142401,NA,16477899,30708,9329,35534,29418,41638
9/6/20,73866,224215,210015,NA,NA,364943,251728,277634,498989,349500,9358994,13354880,9219257,NA,16670772,30712,9330,35541,29418,41640
9/7/20,74223,225704,210238,NA,NA,369209,253626,278784,525549,352453,NA,NA,9271810,NA,16872752,30735,9331,35553,29516,41643
9/8/20,74569,227379,210801,NA,NA,375947,254957,280153,534513,354934,NA,NA,9364213,NA,17076613,30773,9336,35563,29594,41675
9/9/20,74867,228784,211272,NA,NA,384566,256433,281583,543379,357615,NA,NA,9460203,NA,17302598,30805,9342,35577,29628,41683
9/10/20,74991,230283,211885,NA,NA,394328,258149,283180,554143,360546,NA,NA,9554389,7899400,17544471,30824,9345,35587,29699,41697
9/11/20,75308,231349,212432,NA,NA,403837,259735,284796,566326,364090,NA,NA,9653269,NA,17825744,30906,9348,35597,29747,41703
9/12/20,75308,231953,213191,NA,NA,415174,260817,286297,566326,367594,NA,NA,9745975,NA,18054492,30924,9352,35603,29747,41712
9/13/20,75308,232541,213634,NA,NA,421519,261737,287753,566326,370932,10509873,14503345,9818118,NA,18279872,30929,9354,35610,29747,41717
9/14/20,75139,234017,213950,NA,NA,427915,263222,288761,593730,373557,NA,NA,9863427,NA,18496398,30963,9356,35624,29848,41726
9/15/20,75477,235112,214645,NA,NA,435741,265014,289990,603167,376672,NA,NA,9943944,NA,18734356,31013,9367,35633,30004,41753
9/16/20,75921,236623,215265,NA,NA,445932,266869,291442,614360,380679,NA,NA,10044551,NA,18979747,31061,9373,35645,30243,41773
9/17/20,75880,238437,215954,NA,NA,456171,269048,293025,625651,384089,NA,NA,10146324,8582722,19221203,31108,9376,35658,30405,41794
9/18/20,76583,239654,216807,NA,NA,469404,271247,294932,640040,388418,NA,NA,10246163,NA,19488409,31262,9386,35668,30495,41821
9/19/20,76583,240510,217716,NA,NA,482964,272932,296569,640040,392847,NA,NA,10349386,NA,19739363,31287,9388,35692,30495,41848
9/20/20,76583,241192,218351,NA,NA,493500,273965,298156,640040,396746,11445350,15651224,10432814,NA,19974148,31298,9390,35707,30495,41866
9/21/20,77254,242656,218703,NA,NA,499039,275560,299506,671468,401124,NA,NA,10488676,NA,20180930,31351,9390,35724,30663,41877
9/22/20,77757,244693,219670,NA,NA,509123,277412,300897,682267,406060,NA,NA,10575979,NA,20391992,31430,9405,35738,30904,41914
9/23/20,77757,245706,220665,NA,NA,522414,279025,302537,693556,412247,NA,NA,10679675,NA,20652193,31478,9423,35758,31034,41951
9/24/20,77214,247766,221762,NA,NA,538264,281346,304323,704209,418891,NA,NA,10787694,9338927,20927096,31524,9436,35781,31118,41991
9/25/20,77692,249164,222716,NA,NA,554368,283712,306235,716481,425769,NA,NA,10894963,NA,21217136,31675,9451,35801,31232,42025
9/26/20,77692,250104,223693,NA,NA,568588,285026,308104,716481,431819,NA,NA,10999350,NA,21472624,31714,9459,35818,31232,42060
9/27/20,77692,250866,224417,NA,NA,579223,286339,309870,716481,437519,12298838,16871503,11087064,NA,21736150,31741,9464,35835,31232,42077
9/28/20,77846,252693,225190,NA,NA,583522,288631,311364,748266,441575,NA,NA,11138173,NA,21963666,31825,9468,35851,31411,42090
9/29/20,78678,255212,226506,NA,NA,591527,290471,313011,748266,448731,NA,NA,11228358,NA,22209600,31898,9483,35875,31411,42162
9/30/20,79128,256861,227704,NA,NA,605893,292913,314861,769188,455848,NA,NA,11333922,NA,22468246,31978,9495,35894,31791,42233
10/1/20,79578,258220,228844,NA,NA,618944,295539,317409,778607,462777,NA,NA,11452158,10121252,22738421,32035,9509,35918,31973,42292
10/2/20,80061,259722,229970,NA,NA,631380,298374,319908,789932,469771,NA,NA,11572459,NA,23008415,32171,9518,35941,32086,42358
10/3/20,80061,260916,231217,NA,NA,647868,300027,322751,789932,482656,NA,NA,11691391,NA,23295217,32196,9531,35968,32086,42407
10/4/20,80061,262002,231914,NA,NA,660372,301573,325329,789932,505621,13281825,18000630,11784105,NA,23545565,32228,9533,35986,32086,42440
10/5/20,80394,265624,232681,NA,NA,666011,304673,327586,813412,518224,NA,NA,11844346,NA,23818928,32299,9554,36002,32225,42459
10/6/20,80933,267747,234099,NA,NA,677321,307127,330263,825410,532781,NA,NA,11944088,NA,24081522,32386,9566,36030,32486,42535
10/7/20,81431,269722,235303,NA,NA,696274,311137,333940,835901,546954,NA,NA,12069402,NA,24337590,32466,9582,36061,32562,42605
10/8/20,81886,271960,236363,NA,NA,713676,315941,338398,848324,564504,NA,NA,12197500,10923025,24640915,32539,9594,36083,32688,42682
10/9/20,81763,273718,237549,NA,NA,734764,320495,343770,861112,578392,NA,NA,12326971,NA,24937474,32649,9599,36111,32929,42769
10/10/20,81739,274934,238525,NA,NA,761441,323463,349494,861112,593567,NA,NA,12460055,NA,25217079,32684,9620,36140,32929,42850
10/11/20,81739,276983,239709,NA,NA,777378,326309,354950,861112,606449,14510133,19219618,12564713,NA,25476034,32730,9626,36166,32929,42915
10/12/20,82402,278391,240600,NA,NA,786590,332850,359569,888968,620460,NA,NA,12650155,NA,25697164,32827,9640,36205,33124,42965
10/13/20,83544,280533,242028,NA,NA,800216,337314,365467,896086,637710,NA,NA,12762699,NA,25999507,32955,9682,36246,33204,43108
10/14/20,84266,283656,244065,NA,NA,823218,344487,372799,908056,657461,NA,NA,12914895,NA,26301012,33061,9716,36289,33413,43245
10/15/20,84933,286137,245964,NA,NA,852975,352107,381602,921374,676457,NA,NA,13077827,11679598,26605703,33146,9739,36372,33553,43383
10/16/20,85035,289027,247872,NA,NA,878607,359802,391611,936560,692114,NA,NA,13228204,NA,26917855,33325,9773,36427,33775,43519
10/17/20,85008,291129,249127,NA,NA,910711,364664,402536,936560,708300,NA,NA,13394041,NA,27226271,33398,9785,36474,33775,43669
10/18/20,85008,293447,251461,NA,NA,940548,368671,414241,936560,725294,15938538,20503967,13540582,NA,27533164,33483,9798,36543,33775,43736
10/19/20,86234,296672,252959,NA,NA,954837,377068,423578,974449,744124,NA,NA,13639444,NA,27795752,33631,9842,36616,33992,43816
10/20/20,87138,299743,255005,NA,NA,975213,385591,434449,988322,765489,NA,NA,13784181,NA,28078061,33912,9882,36705,34210,44057
10/21/20,87951,304173,257374,NA,NA,1002635,397922,449648,1005295,792196,NA,NA,13962029,NA,28399160,34080,9911,36832,34366,44248
10/22/20,88898,308779,259456,NA,NA,1043448,403874,465726,1026281,813453,NA,NA,14132421,12699006,28744122,34234,9960,36968,34521,44437
10/23/20,89600,312347,261808,NA,NA,1086285,417350,484869,1046132,834012,NA,NA,14314453,NA,29090966,34534,9978,37059,34752,44661
10/24/20,89600,316124,264117,NA,NA,1131550,427808,504509,1046132,857045,NA,NA,14492122,NA,29408862,34670,10035,37210,34752,44835
10/25/20,89600,320004,266203,NA,NA,1138166,437698,525782,1046132,876842,17513571,21949430,14654002,NA,29729976,34649,10062,37338,34752,44986
10/26/20,91461,325052,268626,NA,NA,1211176,450258,542789,1098320,897742,NA,NA,14778688,NA,29994334,35038,10091,37479,35031,45088
10/27/20,92830,327697,271988,NA,NA,1245658,463419,564778,1116738,920666,NA,NA,14953086,NA,30282279,35567,10121,37700,35298,45455
10/28/20,94048,336764,275404,NA,NA,1283208,479621,589766,1136503,945380,NA,NA,15152038,NA,30591229,35826,10218,37905,35466,45765
10/29/20,95358,340436,279282,NA,NA,1329820,498354,616595,1160083,968458,NA,NA,15353490,13880479,30941157,36058,10305,38122,35639,46045
10/30/20,96604,351921,283567,NA,NA,1379294,517736,647674,1185678,992876,NA,NA,15568575,NA,31249759,36605,10391,38321,35878,46319
10/31/20,97475,356410,289426,NA,NA,1414364,531790,679430,1185678,1014795,NA,NA,15784461,NA,31544773,36827,10483,38618,35878,46645
11/1/20,98044,363545,292380,NA,NA,1460543,544346,709335,1185678,1038056,18958290,23613422,15967918,NA,31817159,37058,10513,38826,35878,46807
11/2/20,98044,372499,296017,NA,NA,1566634,569598,731588,1240697,1057023,NA,NA,16103649,NA,32038760,37486,10669,39059,36257,46943
11/3/20,98044,373391,302275,NA,NA,1639235,577131,759829,1259366,1077101,NA,NA,16285936,NA,32309598,38765,10717,39412,36495,47340
11/4/20,100531,384012,307378,NA,NA,1593159,608611,790377,1284408,1102307,NA,NA,16497767,NA,32622996,38734,10949,39764,38118,47832
11/5/20,104095,394616,312339,NA,NA,1650965,631172,824879,1306316,1126471,NA,NA,16717651,15046654,32970741,39088,11110,40192,38486,48210
11/6/20,105650,405809,322925,NA,NA,1711917,653992,862681,1328832,1149793,NA,NA,16951896,NA,33325865,39917,11240,40638,38833,48565
11/7/20,107259,413484,328891,NA,NA,1798572,668114,902490,1328832,1174772,NA,NA,17183569,NA,33655295,40220,11306,41063,38833,48978
11/8/20,107935,421151,335074,NA,NA,1837134,682624,935104,1328832,1195352,20002708,25248151,17374713,NA,33941724,40490,11372,41394,38833,49134
11/9/20,109056,443621,345289,NA,NA,1858558,689146,960373,1381218,1216749,NA,NA,17522438,NA,34185815,41050,11408,41750,39345,49329
11/10/20,111241,446402,363023,NA,NA,1881171,715693,995463,1381218,1237200,NA,NA,17740196,NA,34490306,42281,11781,42330,39345,49861
11/11/20,113017,460504,372113,NA,NA,1917577,738094,1028424,1417709,1260200,NA,NA,17965836,NA,34871387,42609,11994,42953,40105,50457
11/12/20,114275,474208,387758,NA,NA,1950205,762832,1066401,1437220,1293717,NA,NA,18200508,16221524,35252165,43024,12216,43589,40461,51020
11/13/20,115928,487913,399238,NA,NA,1974270,785093,1107303,1458591,1321033,NA,NA,18455416,NA,35634389,43957,12404,44139,40769,51396
11/14/20,117913,498996,411434,NA,NA,2006227,799733,1144552,1458591,1347909,NA,NA,18683111,NA,35978280,44310,12511,44683,40769,51858
11/15/20,118583,505714,420810,NA,NA,2033419,802946,1178529,1458591,1372886,20792735,26715605,18878386,NA,36260720,44613,12573,45229,40769,52026
